variant_0,variant_1,variant_2,variant_3,delta,BF_WM_freq
0.004039414896872514,0.0050782903089293275,0.0042182421685913836,0.0033599328013439733,-0.1196911196911197,0.0008600481403379439
0.008262439561784686,0.006045583701106342,0.003526727058986239,0.0027999440011199778,-0.10429447852760731,0.0025188566421201026
0.006732358161454189,0.007496523789371864,0.007122605628932992,0.00748985020299594,-0.08783783783783783,0.0003739181604388714
0.008507252585837566,0.007315156278338674,0.008298181315261739,0.007209855802883943,-0.08281573498964806,-0.0009830250369230647
0.00599791908929555,0.005017834471918264,0.0047714542562755,0.00503989920201596,-0.08074534161490687,0.0002463802156427641
0.015668033539384296,0.015597605948854362,0.014245211257865984,0.010919781604367913,-0.07648401826484019,0.0013523946909883774
0.005508293041189791,0.004534187775829757,0.0026277574164995507,0.0011899762004759906,-0.0727272727272727,0.001906430359330206
0.0022033172164759164,0.0016927634363097758,0.0004149090657630869,0.0002799944001119978,-0.0675675675675676,0.001277854370546689
0.003304975824713875,0.002357777643431473,0.0022128483507364636,0.0018899622007559848,-0.06578947368421051,0.00014492929269500953
0.0070995776975335085,0.005985127864095279,0.0030426664822626372,0.0034299314013719728,-0.06493506493506496,0.0029424613818326414
0.0020809107044494767,0.0015718517622876488,0.0024894543945785217,0.0019599608007839844,-0.056451612903225756,-0.0009176026322908729
0.005936715833282331,0.0050782903089293275,0.0039416361247493256,0.0027999440011199778,-0.0539568345323741,0.001136654184180002
0.0052022767611236915,0.0041714527537633755,0.0022128483507364636,0.0027299454010919783,-0.053333333333333344,0.001958604403026912
0.010404553522247383,0.004715555286862946,0.013968605214023926,0.006999860002799944,-0.05090909090909096,-0.00925304992716098
0.007528000489626048,0.004352820264796566,0.003665030080907268,0.0034299314013719728,-0.043771043771043794,0.0006877901838892981
0.0045290409449782725,0.003748261894685932,0.003111817993223152,0.0034299314013719728,-0.04347826086956519,0.0006364439014627798
0.004590244200991493,0.008645184692582068,0.016458059608602447,0.018129637407251854,-0.03916083916083918,-0.007812874916020379
0.007160780953546729,0.00689196541926123,0.004425696701472927,0.004409911801763965,-0.03631284916201116,0.0024662687177883025
0.002019707448436257,0.0051387461459403904,0.006500242030288362,0.010219795604087919,-0.03631284916201116,-0.0013614958843479715
0.0123018544586572,0.012998004957378635,0.011202544775603347,0.011059778804423912,-0.035326086956521785,0.001795460181775288
0.0026929432645816757,0.0033855268726195515,0.004356545190512413,0.005669886602267955,-0.032786885245901676,-0.0009710183178928615
0.008017626537731807,0.007919714648449308,0.006500242030288362,0.005319893602127958,-0.032407407407407385,0.0014194726181609458
0.006120325601321991,0.006710597908228039,0.0020745453288154346,0.0025899482010359794,-0.03237410071942448,0.004636052579412605
0.0017136911683701573,0.005803760353062088,0.009473757001590484,0.012249755004899903,-0.032110091743119185,-0.003669996648528396
0.0052022767611236915,0.004473731938818693,0.004494848212433442,0.004689906201875963,-0.030927835051546337,-2.1116273614748757e-05
0.004039414896872514,0.0041714527537633755,0.003665030080907268,0.005109897802043959,-0.03065134099616862,0.0005064226728561075
0.009976130730154844,0.010882050661991416,0.010234423622156144,0.01007979840403192,-0.028346456692913358,0.0006476270398352718
0.0024481302405287963,0.0017532192733208391,0.0007606666205656593,0.0003499930001399972,-0.023529411764705854,0.0009925526527551798
0.008262439561784686,0.008403361344537815,0.00878224189198534,0.007839843203135938,-0.023391812865497075,-0.00037888054744752465
0.0052022767611236915,0.0099147572698144,0.018394301915496854,0.02407951840963181,-0.023282887077997694,-0.008479544645682454
0.003917008384846074,0.005864216190073152,0.005532120876841159,0.004689906201875963,-0.022727272727272707,0.00033209531323199256
0.010526960034273823,0.010277492291880781,0.004840605767236014,0.012459750804983901,-0.02203389830508473,0.005436886524644767
0.0378236122161699,0.03826854482800315,0.04003872484613789,0.04024919501609968,-0.021205821205821207,-0.00177018001813474
0.003304975824713875,0.0024182334804425366,0.0019362423068944056,0.0013999720005599889,-0.02112676056338028,0.0004819911735481309
