variant_0,variant_1,variant_2,variant_3,delta,BF_WM_freq
0.0031941322607358332,0.0025237703955863365,0.001584183511818009,0.0024096385542168677,-0.21249999999999997,0.0009395868837683275
0.0021885721045782564,0.002054231717337716,0.002978265002217857,0.0025364616360177552,-0.12578616352201255,-0.0009240332848801411
0.0059150597421033955,0.006221387486794225,0.0053862239401812305,0.006404565630944832,-0.09556866224750771,0.0008351635466129943
0.0034898852478410032,0.0038150017607700435,0.0027247956403269754,0.004438807863031071,-0.07594936708860756,0.001090206120443068
0.003963090027209275,0.004284540439018664,0.0016475508522907293,0.0017755231452124287,-0.07216494845360827,0.0026369895867279346
0.011652667691943688,0.007101772508510388,0.008491223623344528,0.007545973367152822,-0.06129597197898423,-0.0013894511148341395
0.00733467408020821,0.005927925812888837,0.005576325961599391,0.007355738744451491,-0.06060606060606066,0.00035159985128944537
0.001242162545841713,0.0013499236999647845,0.005639693302072112,0.001014584654407102,-0.06040268456375841,-0.004289769602107328
0.0031349816633147996,0.0031106937433971124,0.0032317343641087384,0.0027266962587190868,-0.05499999999999999,-0.00012104062071162597
0.002366023896841358,0.002112924052118793,0.0037386730878905014,0.007672796448953709,-0.05078125,-0.0016257490357717082
0.01378208919910091,0.01361662166921,0.007920917559090045,0.00818008877615726,-0.047287899860917915,0.005695704110119956
0.006033360936945463,0.004812771452048363,0.005766427983017553,0.0050729232720355105,-0.04507042253521132,-0.0009536565309691903
0.006269963326629599,0.006925695504167156,0.00703377479247196,0.006658211794546607,-0.0431818181818181,-0.00010807928830480415
0.009996450964154737,0.009742927573658881,0.010455611177998859,0.012428662016487001,-0.043103448275862044,-0.0007126836043399778
0.008458535431207856,0.006749618499823923,0.006336734047272036,0.006404565630944832,-0.04250268763497633,0.0004128844525518871
0.01046965574352301,0.010564620260593967,0.006336734047272036,0.006150919467343056,-0.0415162454873646,0.004227886213321931
0.003844788832367207,0.004225848104237586,0.015208161713452887,0.0022194039315155357,-0.04126213592233008,-0.0109823136092153
0.0014787649355258489,0.004343232773799742,0.009885305113744376,0.015091946734305644,-0.04056795131845842,-0.0055420723399446335
0.00508695137820892,0.006221387486794225,0.003168367023636018,0.005263157894736842,-0.0397427959037866,0.0030530204631582067
0.007157222287945108,0.006221387486794225,0.00348520372599962,0.0029803424223208623,-0.03951367781155013,0.002736183760794605
0.009227493197681296,0.009801619908439958,0.010265509156580699,0.010209258084971464,-0.037151702786377694,-0.0004638892481407409
0.005737607949840294,0.005751848808545604,0.006019897344908434,0.004438807863031071,-0.03611111111111115,-0.0002680485363628299
0.004081391222051343,0.003991078765113276,0.003041632342690577,0.004692454026632847,-0.03474903474903479,0.0009494464224226989
0.005146101975629954,0.004460617443361897,0.005132754578290349,0.004185161699429296,-0.032258064516129004,-0.0006721371349284527
0.0028983792736306637,0.004343232773799742,0.008427856282871809,0.009828788839568801,-0.03163017031630172,-0.0040846235090720665
0.002366023896841358,0.006808310834605,0.00868132564476269,0.009321496512365251,-0.030912197142265452,-0.0018730148101576893
0.008872589613155093,0.007982157530226552,0.00703377479247196,0.008560558021559923,-0.03007518796992481,0.000948382737754592
0.01975629953862534,0.016668623077826034,0.016602243203852736,0.018072289156626505,-0.028715543560019485,6.637987397329834e-05
0.004377144209156513,0.004284540439018664,0.004055509790254103,0.0049461001902346225,-0.02768166089965396,0.00022903064876456103
0.004672897196261682,0.00657354149548069,0.0069070401115265195,0.005516804058338618,-0.024380447443467124,-0.0003334986160458296
0.012599077250680232,0.010623312595375044,0.007857550218617325,0.007926442612555484,-0.0241396685125701,0.0027657623767577185
0.0017745179226310187,0.0018194623782134052,0.011152651923198783,0.001077996195307546,-0.023622047244094502,-0.009333189544985377
0.004199692416893411,0.003873694095551121,0.0029148976617451366,0.0031071655041217503,-0.02155172413793105,0.0009587964338059842
0.005678457352419259,0.005047540791172673,0.0034218363855268996,0.0036144578313253013,-0.020477815699658675,0.0016257044056457734
0.009464095587365433,0.012266697969245217,0.013180406818325835,0.012365250475586557,-0.02012392223275067,-0.0009137088490806175
