variant_0,variant_1,variant_2,variant_3,delta,BF_WM_freq
0.017487566180009625,0.016426585797321203,0.01807127174463773,0.018825056799740343,-0.06793420006458428,-0.0016446859473165272
0.024626985400288785,0.028556987616881475,0.019169059280526937,0.01833820188250568,-0.05368516833484982,0.009387928336354538
0.0291994224290069,0.03521186083733468,0.033946968417497045,0.04146381045115222,-0.046017699115044275,0.0012648924198376335
0.013476656505695492,0.01347822424395586,0.014271237966559703,0.013875365141187927,-0.041916167664670656,-0.0007930137226038435
0.017728220760468476,0.01760593041866734,0.021280189157236954,0.020610191496267447,-0.03846153846153855,-0.003674258738569615
0.027835713139740093,0.02535590935894196,0.027866914372572202,0.027426160337552744,-0.03666543391080235,-0.002511005013630243
0.07436226536178406,0.06452699856793867,0.06333389630130046,0.07051282051282051,-0.03010566720667862,0.001193102266638213
0.02743462217230868,0.027293404094010616,0.026769126836682994,0.025559883154819864,-0.017719568567026167,0.0005242772573276211
0.04933418899406385,0.051217252127032264,0.05294713730788718,0.04730606945796819,-0.016617723408397733,-0.0017298851808549148
0.04949462538103642,0.04936399629348833,0.049822665090356356,0.05185004868549172,-0.01616490127519543,-0.0004586687968680253
0.04564415209369485,0.04355151208828237,0.041378145583516296,0.04373580006491399,-0.015602836879432647,0.002173366504766072
0.016204075084229105,0.01617386909274703,0.01984462084107414,0.0164719246997728,-0.014803468943811904,-0.003670751748327112
0.0310444408791914,0.03445371072361216,0.03369363283229184,0.029860434923726063,-0.013677364600562125,0.000760077891320321
0.02663244023744585,0.02594558166961503,0.03023137983448742,0.02693930542031808,-0.0022556390977442886,-0.00428579816487239
0.0166853842451468,0.014236374357678376,0.013173450430670496,0.013713080168776372,0.0010018248249347161,0.0010629239270078805
0.06048451788865715,0.062421026029820574,0.06113832122952204,0.049172346640701074,0.006371681415929253,0.0012827048002985314
0.03393229584469758,0.03217926038244461,0.03056916061476102,0.030753002271989613,0.007436037509467863,0.0016100997676835906
0.04299695170864752,0.036559683261730265,0.04441817260597872,0.04211295034079844,0.007940446650124056,-0.007858489344248452
0.028718113268089204,0.030157526745851235,0.02660023644654619,0.03148328464784161,0.010579782850180908,0.0035572902993050437
0.017728220760468476,0.020554291972032686,0.020435737206552947,0.018825056799740343,0.010649627263045858,0.0001185547654797385
0.05117920744424836,0.052396596748378405,0.05159601418679277,0.05282375851996105,0.010650135664994953,0.0008005825615856332
0.03409273223167014,0.034622188526661615,0.03225806451612903,0.032538136968516713,0.014823965410747375,0.002364124010532584
0.043718915450024064,0.04523629011877685,0.04585374092214153,0.05834144758195391,0.015358361774744034,-0.0006174508033646789
0.018931493662762713,0.021733636593378822,0.023306873838878566,0.021421616358325218,0.01644100580270791,-0.0015732372454997437
0.009064655863949944,0.011288012804313031,0.012160108089849688,0.012009087958455048,0.02132371485922968,-0.0008720952855366566
0.04853200705920103,0.04843736837671637,0.041378145583516296,0.04097695553391756,0.02344827586206899,0.007059222793200072
0.01580298411679769,0.018701036138488752,0.017311264989022124,0.01777020447906524,0.02347542849736406,0.001389771149466628
0.03248836836194449,0.029062421026029822,0.034031413612565446,0.0347289840960727,0.028278849310242715,-0.004968992586535624
0.02631156746350072,0.025692864965040856,0.021786860327647355,0.021259331385913665,0.03180486291799167,0.0039060046373935
0.018369966308358736,0.019543425153735996,0.021280189157236954,0.020853618954884776,0.048642022888096714,-0.0017367640035009582
0.013075565538264078,0.012972790834807514,0.013511231210944098,0.013388510223953261,0.0525901409888172,-0.0005384403761365831
0.03738167816460773,0.03504338303428523,0.036564769464617466,0.035053554040895815,0.06398630675004313,-0.0015213864303322347
