variant_0,variant_1,variant_2,variant_3,delta,BF_WM_freq
0.060258422895785535,0.058665552637861065,0.05513476629136813,0.046957123098201936,-0.040080738177623976,0.0035307863464929326
0.01750996256490762,0.012711864406779662,0.015489593995223472,0.013485477178423237,-0.029189189189189224,-0.0027777295884438107
0.015215553677092139,0.015457149677727381,0.012623677925622655,0.014384508990318118,-0.011061946902654884,0.0028334717521047263
0.05820553073300326,0.06397708283599904,0.06250426475605596,0.06355463347164592,-0.00981658486179282,0.0014728180799430807
0.007788914382320975,0.015397469563141562,0.02804503582395087,0.04419087136929461,-0.008239678579308851,-0.012647566260809307
0.05132230406955682,0.053354022439723085,0.05356533606277721,0.05816044260027663,-0.0077306399204944976,-0.00021131362305412682
0.06931530008453085,0.07161613750298401,0.07649266461958376,0.07247579529737207,-0.007527119769758672,-0.004876527116599749
0.03894457191160488,0.036703270470279305,0.04428522688502218,0.043845089903181186,-0.007078254030672415,-0.007581956414742873
0.07722497282936844,0.06725948913821915,0.05929716820197885,0.04799446749654219,-0.007054673721340388,0.007962320936240302
0.023608259871996135,0.01897827643829076,0.01862845445240532,0.016666666666666666,-0.006541291905151292,0.0003498219858854394
0.04492211085617679,0.04332776318930533,0.04803821221426134,0.04640387275242047,-0.006326889279437586,-0.004710449024956015
0.030370728172925975,0.029601336834566724,0.03002388263391334,0.023443983402489627,-0.004821956343808165,-0.00042254579934661654
0.08084772370486656,0.08432800190976367,0.0894575230296827,0.09094052558782849,-0.004290794506720486,-0.005129521119919031
0.03055186571670088,0.05084745762711865,0.08645513476629137,0.11417704011065007,-0.003975678203928912,-0.03560767713917272
0.026747977297427845,0.027691573167820484,0.028249744114636644,0.02496542185338866,-0.0017835909631391256,-0.0005581709468161604
0.027532906653785775,0.024110766292671282,0.013715455475946776,0.01396957123098202,0.001972512808158078,0.010395310816724505
0.02282333051563821,0.024110766292671282,0.026270897304674173,0.024412171507607192,0.0019736842105263497,-0.002160131012002891
0.04745803646902548,0.046431129147767966,0.04448993517570795,0.043153526970954356,0.002607419791733845,0.0019411939720600166
0.05971501026446081,0.050310336595846265,0.041760491299897645,0.03616874135546335,0.013995033250675415,0.00854984529594862
0.08688564183069677,0.07943423251372643,0.045445240532241554,0.035753803596127245,0.015055315954366655,0.033988991981484876
0.03791812583021374,0.045714967772738126,0.05042647560559536,0.05518672199170124,0.02539966440882041,-0.004711507832857231
0.05259026687598116,0.043387443303891146,0.02940975776185602,0.022544951590594744,0.03439490445859872,0.013977685542035125
0.0038038884192730348,0.0071616137502984005,0.01501194131695667,0.019640387275242047,0.03784570596797676,-0.00785032756665827
0.028438594372660306,0.029422296490809262,0.02517911975435005,0.02752420470262794,0.04159445407279028,0.004243176736459211
