variant_0,variant_1,variant_2,variant_3,delta,BF_WM_freq
0.002402437595218563,0.002154795876768971,0.003015075376884422,0.0027066154717693713,-0.11242603550295854,-0.000860279500115451
0.02543068088597211,0.024634558266845262,0.023115577889447236,0.02347831560395292,-0.03469780243463377,0.0015189803773980257
0.09240595335755303,0.08689068778754877,0.09051507537688443,0.08982186693523006,-0.0287204494905402,-0.0036243875893356564
0.013066916676432673,0.015083571137382797,0.013630653266331658,0.011707685529048908,-0.024858757062146908,0.001452917871051139
0.030762920426579164,0.032729602236328696,0.030904522613065328,0.037074337508654874,-0.021685355357708713,0.0018250796232633683
0.08490566037735849,0.08555122008036806,0.08241206030150754,0.08340152325800969,-0.011063923902748796,0.0031391597788605202
0.044708777686628384,0.05025915788247627,0.05119346733668342,0.05098508214263234,-0.010885055450918446,-0.0009343094542071453
0.027598734325559593,0.02754644458680333,0.028391959798994976,0.02926921382262227,-0.007048572619916704,-0.0008455152121916443
0.03568498769483183,0.030807757265156367,0.03077889447236181,0.026184931075722288,-0.005870841487279843,2.8862792794556724e-05
0.03386851048869097,0.034243783122706886,0.034610552763819094,0.034745389312016116,-0.005241432296562265,-0.0003667696411122079
0.058596038907769835,0.05369518374002679,0.051695979899497486,0.04380940391515075,-0.0039128870055351594,0.001999203840529304
0.023907183874370092,0.016772465202958477,0.020603015075376884,0.015673191917920312,-0.003037732782112057,-0.0038305498724184074
0.019512480956287354,0.02748820686040417,0.051633165829145726,0.0686724995279159,-0.002366886821400571,-0.024144958968741557
0.02127036212352045,0.022013860578883,0.02173366834170854,0.020394032857052935,0.0010354308347281238,0.0002801922371744592
0.03966951834056018,0.033311979500320305,0.023304020100502514,0.01863158557311009,0.0010438413361169019,0.01000795939981779
0.043361068791749675,0.04012579348902219,0.04214824120603015,0.038333228425756906,0.001264045173563877,-0.0020224477170079566
0.06726825266611977,0.06406149903907751,0.06557788944723618,0.07446339774658525,0.003001376044832582,-0.001516390408158666
0.02127036212352045,0.021431483314891385,0.01507537688442211,0.015610247372065211,0.003281378178835115,0.006356106430469275
0.05607640923473573,0.05625764370158989,0.0653894472361809,0.060237930383332285,0.0058525097519595,-0.009131803534591004
0.0881870385561936,0.09003552501310348,0.0699748743718593,0.054572921256373134,0.015974192460870285,0.020060650641244182
0.026133833352865347,0.04059169530021548,0.04855527638190955,0.08233146597847296,0.0179818771523772,-0.007963581081694066
0.01705144732216102,0.018403121542134995,0.020603015075376884,0.020708755586328443,0.021709662547480857,-0.0021998935332418895
0.02461033634126333,0.028361772756391592,0.026256281407035176,0.02763265563038963,0.023809523809523836,0.0021054913493564163
0.10225008789405836,0.0975481917185953,0.0888819095477387,0.06955372316988732,0.028897530189462395,0.008666282170856604
