variant_0,variant_1,variant_2,variant_3,delta,BF_WM_freq
0.049414407187550136,0.05559767500631792,0.047880425603783146,0.05404089581304771,-0.051016341171781554,0.007717249402534772
0.022701748756618,0.02333417572234858,0.02643134605640939,0.02515417072379098,-0.03996335566034903,-0.00309717033406081
0.043478260869565216,0.03698087776935389,0.03597365309913866,0.04113924050632911,-0.03843349816153163,0.0010072246702152315
0.017567784373495907,0.01777440822171679,0.021449079547373753,0.020691333982473224,-0.03620873269435565,-0.003674671325656964
0.037461896358094014,0.03622272765563137,0.03521364634352305,0.03399870172022071,-0.023658395845354896,0.0010090813121083203
0.04829135247874218,0.04936399629348833,0.049738219895287955,0.05136319376825706,-0.015482397441131002,-0.00037422360179962394
0.046125461254612546,0.03984500042119451,0.04002702246242189,0.04438493995456021,-0.015466408893185069,-0.00018202204122737958
0.05222204395957003,0.053744419172773984,0.05809829420705962,0.05144433625446284,-0.012798637065993934,-0.004353875034285637
0.07123375581581903,0.06477971527251285,0.06797838203006248,0.07294709509899383,-0.005241550209179269,-0.003198666757549637
0.03818386009947056,0.037739027883076405,0.04517817936159432,0.04016553067185979,-0.004605936540429845,-0.007439151478517918
0.026151131076528156,0.022828742313200236,0.024235770984630974,0.03245699448231094,-0.002588972011179025,-0.0014070286714307385
0.0393871330017648,0.031673826973296265,0.04999155548049316,0.07075624797143784,-0.001716001716001725,-0.018317728507196894
0.039146478421305954,0.05130149102855699,0.04298260428981591,0.03610840636157092,0.0014060404985373198,0.00831888673874108
0.07307877426600352,0.07842641731951816,0.07135618983279851,0.05598831548198637,0.002877792622802411,0.007070227486719649
0.03770255093855286,0.03706511667087861,0.034960310758317854,0.03513469652710159,0.003144442985080431,0.0021048059125607574
0.021257821273864913,0.019122230646112376,0.01942239486573214,0.020123336579032782,0.005154639175257825,-0.0003001642196197654
0.04997593454195411,0.05189116333923006,0.05100489782131397,0.0519311911716975,0.009602453387396181,0.0008862655179160892
0.017648002566982193,0.020807008676606856,0.02052018240162135,0.018825056799740343,0.01273885350318471,0.00028682627498550703
0.10051339643831221,0.09830679807935304,0.09331194055058267,0.0881207400194742,0.014747343309477356,0.004994857528770366
0.008984437670463662,0.011372251705837756,0.012160108089849688,0.012009087958455048,0.019468427289656365,-0.0007878563840119316
0.03497513236001925,0.03824446129222475,0.03918257051173788,0.03481012658227848,0.022116041987414348,-0.0009381092195131294
0.04748917054387935,0.04961671299806251,0.035382536733659854,0.03375527426160337,0.02664047422111937,0.014234176264402654
0.03425316861864271,0.033105888299216575,0.03377807802736024,0.03416098669263226,0.02668230989945719,-0.000672189728143667
0.042756297128188674,0.040855867239491195,0.04374261104543151,0.04049010061668289,0.06770720841517297,-0.0028867438059403186
